Customer_ID,Name,Age,SSN,Occupation,Annual_Income
CUS_0xa7b7,Cruzu,40,052-14-7505,Teacher,83789.22
CUS_0x9673,Alexeiz,24,713-38-9516,Architect,108702.09
CUS_0x4be2,Christinaj,43,431-73-9913,Manager,7201.505_
CUS_0x85b9,Freilichn,44,#F%$D@*&8,Journalist,135445.2
CUS_0x7c6d,Francescay,24,889-77-4172,Accountant,39139.35
CUS_0xbda6,Jonesb,28,619-50-3543,Musician,68552.32
CUS_0x1768,ra Alpert,5123,738-21-7582,Writer,112080.48
CUS_0x5198,Noonanz,35,805-09-7081,Doctor,14526.58
CUS_0x9357,Saphiri,28,600-08-5694,Musician,36780.03
CUS_0x580e,McAllistere,47,357-06-5725,Manager,97174.44
CUS_0x7a15,Taros,19,744-57-1972,Developer,62877.88
CUS_0x54a3,Tracy Rucinskia,17,225-90-9918,Teacher,39039.8
CUS_0xc390,arani Krishnano,47_,243-16-4221,Teacher,11617.39
CUS_0x2e98,,44,818-27-8113,Lawyer,43734.68
CUS_0xc050,Cyntia Barrerac,25,634-03-2346,Scientist,20235.8
CUS_0x1705,Sruthiy,46,176-22-5639,Media_Manager,43543.72
CUS_0x7283,Kareno,23,078-84-8943,Writer,53370.42
CUS_0x63de,Callusw,42,684-76-8682,Developer,77613.39
CUS_0xb6e6,Sarah Youngg,21,989-37-3565,Media_Manager,108680.19
CUS_0x87b4,Wohlk,39,151-39-5789,Musician,34114.43
CUS_0xac2b,illg,40,080-40-4889,Teacher,15723.705
CUS_0x2d88,Motsoenenga,37,365-13-3951,Manager,97420.86
CUS_0x903f,Damounig,37,686-12-7117,Media_Manager,67097.28
CUS_0xa692,Jed Horowitzy,18,732-31-3576,Architect,38029.86
CUS_0xa60a,Lawrenceu,36,204-38-7111,Manager,18508.07
CUS_0x4cae,Carey Gillamm,23,223-47-1067,Writer,77832.74
CUS_0x1258,,49,673-09-0668,Entrepreneur,44955.64_
CUS_0x237d,Bartunekt,29,297-24-1456,Developer,31632.32
CUS_0x6ea9,Alexu,19,017-93-1533,Musician,140719.08
CUS_0x775d,Steveg,45,347-38-4910,Entrepreneur,32146.13
CUS_0x660b,Karolina Tagarisw,20,712-12-7095,Accountant,118875.69
CUS_0x88c,Ernest Scheyderf,16,017-54-5930,Teacher,63845.4
CUS_0x2662,Dorfmanf,33,071-40-3808,_______,35134.51
CUS_0x3733,Jim Finklen,6345,684-91-0976,Developer,12868.625
CUS_0x974f,Nated,1364,114-41-4714,Developer,26025.94
CUS_0xbed8,Malonef,20,510-24-8765,Scientist,74449.44
CUS_0xb362,Katyat,25,374-08-5763,Writer,71531.2
CUS_0xc6e4,Yereth Rosenb,17,577-08-7180,Manager,15471.01
CUS_0xb8da,Ryanp,34,882-30-4887,Doctor,89434.35
CUS_0x710e,Papadimasx,44,840-65-9735,Doctor,41678.65
CUS_0x6e2a,Anna,40,251-61-8238,Accountant,53320.08
CUS_0x8029,Deepac,55,435-10-7131,Architect,151303.88
CUS_0xab44,Flitterh,4782,860-36-6944,Accountant,62109.24
CUS_0x440a,Krisztinao,53,854-64-6856,Musician,44789.64
CUS_0x55f1,Leelak,23,170-18-6434,_______,9898.6
CUS_0xc218,Jonesq,15,856-65-2141,Media_Manager,37240.22
CUS_0xc0f6,Prasadv,23,773-23-6801,Developer,177330.24
CUS_0xf4b,,29,527-06-9414,Architect,28485.71
CUS_0xa42a,Pomfreta,15,359-39-6622,Developer,15974.84
CUS_0x9263,Foo Yunm,30,939-68-0807,Manager,12874752
CUS_0x3f3,Terry Wadeu,43,422-13-0011,Writer,104142.56
CUS_0x1c58,Palmerp,43,190-08-2429,Writer,35319.26
CUS_0x5a4d,,963,036-71-9071,Architect,10830.26
CUS_0x2796,Tim McLaughlinm,22,123-92-7016,Scientist,8329.915
CUS_0xc2e2,Irene Jayl,17,327-46-6796,Architect,16891.04
CUS_0x1f34,Nickq,55,554-15-1394,Journalist,68041.56
CUS_0x8fdf,Yeeo,18,312-56-4208,Scientist,107871.9
CUS_0xba67,Steve Slaterg,28,290-73-1416,Doctor,24795.16
CUS_0xb828,Kuehnens,36,045-34-1946,Journalist,57074.58_
CUS_0xb15d,Dhanya Skariachang,16,495-07-8544,Teacher,16762.18
CUS_0x488b,Halsh,25,504-16-8903,Engineer,39560.62
CUS_0x4454,,21,025-39-9516,Doctor,63919.12
CUS_0x2976,Rudegeairl,27,#F%$D@*&8,Manager,30155.09
CUS_0xa5be,Herbert Lashn,54,735-68-3009,_______,30084.89
CUS_0x7e5d,Leila Abboudh,18,073-11-4561,Entrepreneur,8249375
CUS_0x6276,Doeringy,36,231-43-8275,_______,110147.52
CUS_0x1b3a,Jonesg,45,286-54-9844,Architect,15858.64
CUS_0xc0d9,Lukew,33,762-52-2841,_______,17078.485
CUS_0x5352,,41,237-02-3551,Lawyer,15375.09
CUS_0x9a88,Jan Strupczewskiy,24,792-12-6717,Journalist,31599.56
CUS_0xa2d5,Sophie Sassarde,36,987-12-1628,Mechanic,18666.83
CUS_0x910a,Lynchp,16,924-42-4638,Mechanic,16701.54
CUS_0x97b0,Jonathanz,31,361-41-1814,Mechanic,23635.39
CUS_0xc4bd,Sinead Cruisem,31,740-66-1214,Accountant,15289.33
CUS_0x5ca1,Ayesha Rascoev,35,678-30-7197,Engineer,34323.26
CUS_0x469a,ro Lifschitzt,28,059-20-5955,Teacher,11978.875
CUS_0x7f72,Anna Driverd,45,700-08-5887,Doctor,40838.93
CUS_0x1f1a,Marcin Goettigj,39,189-83-4148,Media_Manager,35139
CUS_0x755b,Julient,51,601-45-5485,Scientist,69684.86
CUS_0xc4de,Kyle Petersonn,25,611-21-4406,Developer,70897.32
CUS_0x4379,Hirschlerm,48,760-50-8474,Entrepreneur,19204.25
CUS_0xb903,Stefano Bernabein,14,979-13-5480,Lawyer,89869.72
CUS_0x4f44,,27,496-79-9955,Writer,81320.88
CUS_0x674e,,44,017-96-2874,Manager,70413.48
CUS_0x612f,Sinead Carewp,30,700-23-9385,Journalist,34775.16
CUS_0x35b4,Emic,14,998-18-5319,Accountant,7912.96
CUS_0x2d27,Patrick Grahame,26,741-94-7341,Media_Manager,42277.83
CUS_0x29ef,Stephen Brownz,32,560-72-1726,Entrepreneur,94545.75
CUS_0x6ca8,Kates,51,515-45-8703,Doctor,33763.89
CUS_0x1e0f,Kylie MacLelland,54,198-49-3462,Lawyer,20660.16
CUS_0x541a,Luciah,28,279-55-9526,Scientist,44152.16
CUS_0x95d,Mike Peacockn,24,#F%$D@*&8,_______,8815.64
CUS_0xa08b,Walterx,40,274-01-4475,Scientist,19206.92
CUS_0x5436,Ernestk,31,212-82-3845,Teacher,17166.71
CUS_0x49ff,Chuckh,20,363-74-1894,Engineer,50513.25
CUS_0x974,Kambasi,41,063-51-6871,Teacher,152148.92
CUS_0x4549,Lionel Laurenty,29,116-49-8748,Accountant,79290.96
CUS_0xc2da,Yaox,27,376-12-9828,Media_Manager,18038
CUS_0x1db5,Dennya,43,088-31-1690,Engineer,74092.04
CUS_0x8e8b,Miker,29,990-02-5969,Scientist,18760.6
CUS_0x361b,"Jeremy Wagstaff,n",23,717-69-1968,Musician,42767.89
CUS_0xd0c,Kiharap,22,191-87-1257,Musician,47953.86
CUS_0xb98d,Adlerk,29,134-03-4386,Journalist,24308.05
CUS_0x5a58,Julie Steenhuysenm,31,625-74-4024,_______,42400.7
CUS_0x6c00,Herbert Lashu,35,369-63-4486,Musician,55644.39
CUS_0xc064,Vagnoniw,47,410-04-2124,Writer,14036.915
CUS_0x73c0,,43,798-34-9453,Writer,77004.92
CUS_0xace3,Liana B.j,26,416-41-4485,Teacher,34902.43
CUS_0xbf0b,,21,296-68-3706,Scientist,141420.92
CUS_0x43f1,Freifeldv,53,222-18-8106,Teacher,62347.86
CUS_0x321c,Suvashree Deyg,50,941-11-8492,Media_Manager,77165.86
CUS_0x2d16,Andreaj,36,502-57-9756,Media_Manager,15335.895
CUS_0xa01,Ferreira-Marquesf,26_,#F%$D@*&8,Media_Manager,35455.23
CUS_0x7e70,Jonathan Cablem,39,835-38-9326,Writer,34763.33
CUS_0x1cb0,Wangg,47,459-13-4314,Teacher,59823.58
CUS_0x4196,Dyex,42,622-70-4870,Engineer,58966.89
CUS_0x4864,,16,231-65-2394,_______,89507.06999999998_
CUS_0x6809,Leahp,19,#F%$D@*&8,Journalist,41209.68
CUS_0x157a,Ben Klaymani,16,103-88-8332,Media_Manager,59662.98
CUS_0xcda,Bill Berkroth,48,222-08-8611,Teacher,33153.69
CUS_0x6f69,Tim Hepherj,43,737-19-5989,Manager,42468.06
CUS_0xbcbc,Stevent,52,889-47-7292,Journalist,30498.76
CUS_0x9046,en Berkowitzf,41,985-91-4669,Engineer,30528.52
CUS_0x9f51,Alistairy,20,238-32-1687,Doctor,9675.845
CUS_0x9d72,Breidthardtn,40,916-18-3437,Architect,27026.95
CUS_0x1871,Groomj,25,245-31-5920,Lawyer,83237.52
CUS_0x7da4,Douweg,43,033-63-5379,Journalist,8126.595
CUS_0x9506,Davidw,38,878-67-4770,_______,95713.28
CUS_0x416d,Caroline Valetkevitcho,36,573-33-2930,Media_Manager,44158.03
CUS_0x33b5,David Jonesc,16,019-20-5348,Entrepreneur,78741.32
CUS_0x461f,Saeedp,54,352-50-3065,_______,108488.61
CUS_0x43a3,Ra,25,954-99-5736,Media_Manager,121453.36
CUS_0x9ae1,,25,794-80-5794,Mechanic,82670.04
CUS_0x46dd,John Irishl,28,537-71-3800,Engineer,44572.43
CUS_0x38b2,Malonel,29,379-55-6476,_______,26509.67
CUS_0x637b,Levinel,634,824-30-2794,Journalist,15115.04
CUS_0x746e,Drivert,54,551-33-8461,Scientist,78401.25
CUS_0xaff8,Wroughtonx,51,649-97-0569,Entrepreneur,34229.35
CUS_0x5fd6,Pedro daj,53,598-79-6237,Manager,17902.54
CUS_0x7a0b,Langeb,25,417-25-2167,Developer,46650.9
CUS_0x55e3,Lisay,18,908-25-9219,Accountant,31011.32
CUS_0x30b7,Malathi Nayakb,37,801-89-7511,Doctor,9491.025
CUS_0x1a2f,,53,#F%$D@*&8,Journalist,152340.56
CUS_0x1647,Caroline Valetkevitchb,19,747-79-7877,Lawyer,28608.65
CUS_0x1733,Jonathan Cablec,28,055-42-9873,Entrepreneur,46696.02
CUS_0x7307,le Paull,14,362-67-6890,Engineer,17157.47
CUS_0xab5e,Kyliex,29,475-53-8980,Lawyer,57421.58
CUS_0x8658,Johnj,33,563-94-4382,Musician,21202.09
CUS_0x3a40,Richard Leongt,28,833-84-9910,Architect,82831.68
CUS_0x376a,Shalal-Esad,20,587-57-9576,Writer,56304.16
CUS_0xb17a,Dyeb,54,034-87-0785,Musician,36135.19
CUS_0xb882,Hlaf,33,#F%$D@*&8,Entrepreneur,55835.7
CUS_0xaf2e,Sabaw,14,294-75-3087,Media_Manager,73823.84
CUS_0x4398,,18,545-62-2882,Developer,14264.46
CUS_0x18c6,Christopherm,41,719-44-4102,Engineer,35728.54
CUS_0x2b2d,Axelk,29,600-73-4577,Engineer,28119.52
CUS_0x49ae,,52,846-52-5572,Manager,22179.64
CUS_0x540e,Oreskovicq,30,#F%$D@*&8,Mechanic,58224.1
CUS_0x94ac,Cabler,35,960-78-7883,Writer,7765.195_
CUS_0xc156,Mohammedr,39,417-45-3942,Writer,31369.58
CUS_0x53ad,Rick Rothackerg,31,842-95-1336,Entrepreneur,100268.73
CUS_0x2cd1,Paulj,44,503-47-3701,Accountant,7558.55
CUS_0x4dde,Lauren Taram,40,841-41-7313,Entrepreneur,63461.28
CUS_0x841e,Alistair Barrp,50,543-40-8050,Developer,88221.16
CUS_0x8391,Peter Rudegeairj,38,052-94-1839,Accountant,13300.535
CUS_0x9557,Richardi,19,202-25-0813,Doctor,14293.6
CUS_0x5fd8,Nigel Daviesn,48,147-85-0281,Musician,33388.1
CUS_0x8934,,41,992-21-0194,Developer,60901.36
CUS_0x37c4,Stephen Aldreds,44,036-85-4393,Teacher,30303.3
CUS_0x789f,,15,054-66-6794,Teacher,52882.77
CUS_0x2f39,Emilyg,26_,533-29-8899,Manager,54881.55_
CUS_0x28b4,Lefterise,32,202-06-5346,Journalist,36945.28
CUS_0x1ee3,Barrl,34,772-48-5860,Doctor,15950.66
CUS_0x39ce,C.l,2395,988-45-2984,Media_Manager,45852.8
CUS_0x77ec,Yantoultraq,27,597-68-4770,Engineer,8761.63
CUS_0x290d,Jan Harveyf,23,253-26-9261,Architect,34791.08_
CUS_0x5a88,Poornimaj,16,237-24-8008,Teacher,63340.32
CUS_0x229d,Chuckf,15,131-92-1105,Mechanic,20082.65
CUS_0x9919,Leika Kiharal,38,848-55-2881,Mechanic,14365.54
CUS_0x2fab,Anna Yukhananovd,26,411-00-6543,Manager,75804.94
CUS_0x8d7c,Eva Kuehnenp,25,061-21-9925,Accountant,66176.67
CUS_0xa788,Skariachann,24,144-05-2864,_______,29563.72
CUS_0x42c6,Latulk,15,921-85-4898,Architect,20076.41
CUS_0x7967,,27,810-09-6426,Manager,17379.785
CUS_0x68d1,Emmanueln,37,763-35-0890,Architect,20967.39
CUS_0x5c9f,Jessicao,33,371-94-0530,Journalist,19890.19
CUS_0x2869,Johna,53,249-57-7977,Journalist,82146.63
CUS_0xa226,Lisa Juccad,6781,409-61-8014,Doctor,20700.455
CUS_0x3117,Jennifere,32,914-03-5576,Mechanic,15789.99_
CUS_0x1329,Richarda,49_,525-33-6734,Entrepreneur,160573.56_
CUS_0x5225,Lukeg,22,317-61-9841,Journalist,14089.4
CUS_0x575c,Margaret Chadbourny,19,942-36-6717,Scientist,63561.98
CUS_0x708e,Laurencer,29,360-92-7524,Engineer,97168.2
CUS_0x598f,Langew,5520,955-11-8873,Accountant,20712.24
CUS_0x3be2,Lucia Mutikanil,33,857-38-4600,Scientist,72287.52
CUS_0x17fe,Santaa,29,770-45-7126,Developer,31135.37
CUS_0x7b2c,Langee,24,805-29-2042,Manager,92091.87
CUS_0x81cd,Ronr,51,295-27-4404,Writer,107409.27
CUS_0x9d2c,Jan Strupczewskio,26,002-65-6523,Scientist,23051.72
CUS_0x635e,Christophera,21,468-39-2500,Teacher,57619.53_
CUS_0xa49c,Sayantanit,45,835-58-9367,Entrepreneur,55281.02
CUS_0x2bdd,,33,162-35-9568,Scientist,68090.85
CUS_0x5de6,Paul Carrelg,55_,797-52-4322,Media_Manager,20488.03_
CUS_0x663b,Tim McLaughlinz,8592,655-70-2468,_______,81815.02
CUS_0x38ce,Jano,23,220-55-9427,Lawyer,18283.91
CUS_0x6901,er Andreaw,51,388-08-1184,Journalist,151696.32
CUS_0x3f97,Strupczewskid,28,083-91-7118,_______,89190.57
CUS_0x62c7,Sophied,22,485-54-9615,Musician,60460.92
CUS_0x8432,Juliana Castillap,24,716-57-9686,Architect,14886.29_
CUS_0x71a0,Horowitzc,54,143-79-6232,Teacher,155916.32
CUS_0x79ef,Alina Selyukhe,37,288-80-7664,Manager,14019.63
CUS_0x9f91,Nadia Damounin,44,419-62-1555,Accountant,14155.67
CUS_0x486d,Levinev,43,288-92-4914,Journalist,9377.445
CUS_0x9ead,Laynea,54,655-32-7007,_______,100956.21
CUS_0x7023,Grantm,33_,219-13-8490,Doctor,133439.76
CUS_0x560d,Wachtelm,35,285-43-4124,Lawyer,15967.505
CUS_0x86b2,Carewd,23,242-32-6684,Teacher,90182.31
CUS_0x2e73,Uranakaj,44,667-70-4413,Accountant,7689.715
CUS_0xb52d,Lasha,40,856-39-9861,Manager,14241.48
CUS_0x81e2,James Regang,45,662-55-6547,Teacher,75042.72
CUS_0x6d6e,da Costal,35,310-72-8518,Lawyer,114977.76
CUS_0x20c4,,43,352-92-3069,Manager,7435.16
CUS_0x440,Robin Emmottj,29,144-45-0895,Accountant,10367.01
CUS_0xaffc,Carvalhok,41,104-15-4430,Accountant,30185.74
CUS_0x8d74,Slaterm,51,#F%$D@*&8,Teacher,69476.14
CUS_0x1107,Felsenthalv,30,118-70-6277,Writer,28952.76
CUS_0x182d,Smiths,25,344-73-9102,Entrepreneur,18798.83
CUS_0x5e89,Menonr,45,372-89-5474,Journalist,88348.8
CUS_0x735,Andy Brucea,44_,542-75-5761,Architect,46076.49
CUS_0x453a,Jonathan Saulf,45,938-41-8427,Lawyer,22182.95
CUS_0x5e46,Dhanyaf,48,472-71-4758,Scientist,32357.41
CUS_0xbb23,Reynoldse,43,345-90-0825,Scientist,54601.74
CUS_0x1938,Ian Chuar,24,059-09-5779,Lawyer,31481.45_
CUS_0x4a5,Sophiet,37,867-41-1583,Teacher,85280.88
CUS_0xb583,Breidthardtb,42,035-00-5411,Journalist,34192.02
CUS_0xc173,Jonathan Saulu,34,419-53-1975,Lawyer,40743.16
CUS_0x4db7,,21,816-34-4526,Mechanic,15150.72
CUS_0x9b35,Palmern,39,121-05-2056,Developer,76567.6
CUS_0x54d7,Paritoshe,36,052-22-1460,Architect,119889.75
CUS_0x591b,Jeff Masonb,48,061-35-8180,Manager,12593.765
CUS_0x59dd,Steve Slaterd,27_,231-64-8594,Engineer,19370.48
CUS_0x31ef,Carolinei,21,044-22-3761,Writer,8255.925
CUS_0x1cfd,Ann Saphirx,36,351-21-1003,Scientist,31994.01
CUS_0xb3f4,Alwyn Scottj,26,553-09-5457,Entrepreneur,59534.16
CUS_0x839e,,22_,378-13-1593,Scientist,14584.155
CUS_0x3615,Samb,26,959-59-4160,Accountant,122425.8
CUS_0xa495,Alperx,37,846-74-5800,Media_Manager,21206.82
CUS_0x18be,Maloneb,36,484-89-8097,Engineer,8393.5
CUS_0x6e6f,Vlastelicaj,16,314-01-7336,Musician,16801.22
CUS_0x41ac,Jane Wardellg,44,051-82-4680,Media_Manager,44441.99
CUS_0xb863,Clarer,55_,303-66-1992,Developer,23256.59
CUS_0x4ef1,Karen Jacobse,32,509-25-5550,Musician,113666.08
CUS_0x1a9f,Carolinen,15,391-61-3109,Writer,10062.82
CUS_0x9322,,28,091-65-5683,Journalist,88601.46
CUS_0x6c3b,Emilyb,38,507-21-0069,Architect,11333.42
CUS_0x757d,Caroliney,25,522-28-0477,Lawyer,17135.33
CUS_0x165b,Karolina Tagarist,23,639-95-8108,Mechanic,142717.44
CUS_0x8d12,Rosemarie Franciscoc,41,133-09-6880,Engineer,19269.565
CUS_0xb8b3,Younga,38,772-67-3885,Architect,29936.8
CUS_0x8757,,21,884-33-5995,Architect,9901.355
CUS_0x68cc,David Sheppardr,49,919-02-0237,Manager,57197.04
CUS_0x21a3,,33,185-07-6882,Journalist,17774.97
CUS_0x65e9,Chiangt,28,083-42-9959,Mechanic,81481.02
CUS_0xa66,Browno,19,889-69-4208,Manager,57994.96
CUS_0x2ed4,,38,766-84-9205,Architect,57473.58_
CUS_0xbfa1,Doug Palmere,51,576-86-0832,Architect,94525.68
CUS_0x1bdf,Sotoi,20,568-57-0626,Mechanic,17163.15
CUS_0x5604,,40,358-38-0974,Developer,56195.04
CUS_0x3cc6,Shalal-Esao,26,127-68-0039,Doctor,10279.305
CUS_0xbd37,Guptaa,49,225-80-8282,Architect,76072.76
CUS_0x5f37,Tomn,6796,472-20-2423,Accountant,32401.4
CUS_0x57a1,Gernot Hellerh,31,189-61-8704,Musician,88126.58
CUS_0x7223,Camposd,55,053-71-7366,Musician,31049.93
CUS_0x20f8,Toonkelw,30,252-54-0732,Journalist,87791.46
CUS_0x7b14,Jinv,53,650-65-4429,Developer,13966.77
CUS_0x57c6,Araxiad,49,976-38-2581,Engineer,71660.3
CUS_0x1fbb,Ruckerh,45,891-52-4114,Engineer,70556.92
CUS_0x622c,Dina Kyriakidour,31,159-23-1271,Entrepreneur,34630.59
CUS_0x3f74,Foo Yuni,44_,135-39-2875,Developer,48610.06
CUS_0xafc0,Carrick Mollenkampc,32,384-48-8170,Writer,78363.06
CUS_0x7906,,24,277-33-1379,Media_Manager,32584.15_
CUS_0x8149,Tanya Agrawalm,29,846-26-8047,Writer,82293.24
CUS_0x26d4,Caroline Valetkevitchj,38,331-38-2680,Lawyer,9493.125_
CUS_0x38a4,Natel,40,276-77-9532,Manager,32827.08
CUS_0xbdf7,Nhlapok,41,#F%$D@*&8,Teacher,20728.4
CUS_0x4c8c,Anna Driveri,21,696-64-9504,Lawyer,15472.34
CUS_0x8b2d,en Klaymana,19,780-27-2905,Journalist,73928.78
CUS_0x2f4b,Scottq,20,618-47-7413,Developer,29937.85
CUS_0x427b,Miedemac,30,599-92-0806,Engineer,48090.45
CUS_0x5e44,Edward Krudyl,19,324-95-7058,Media_Manager,29297.14_
CUS_0x2883,,16,354-08-5738,Journalist,8264.75
CUS_0xae9b,Praveen Menonw,33,580-64-1142,Doctor,18514.195
CUS_0x2daf,ra Alpern,14,023-84-7652,Developer,43270.47
CUS_0x8ed4,Nickc,32,089-81-7594,Manager,18380.15
CUS_0x49d5,Julia Edwardsj,31,373-75-0180,Entrepreneur,51162.84
CUS_0x1182,Conor Humphriesk,23,117-62-4809,Musician,176696.88_
CUS_0x1b97,Ransdell Piersonm,18,543-81-0130,Entrepreneur,28631.79
CUS_0x9228,Paritoshs,38,907-49-9321,_______,75004.05
CUS_0x7f08,Gregs,35,597-26-2038,Writer,9888.7
CUS_0x23ff,David Ljunggrenw,21,846-25-0402,_______,69050.52
CUS_0xaa6e,ra Alperq,24,200-22-4622,Media_Manager,18412.85_
CUS_0x1367,Caroline Valetkevitchi,45,434-08-1310,Engineer,142635.52
CUS_0x1c12,Alwyn Scottm,19,644-02-4671,Musician,115177.32
CUS_0xa6bd,,28,871-70-7348,Manager,76092.27
CUS_0x68bb,,53,565-48-2416,Teacher,103284.84
CUS_0x4367,Christiaanw,21,208-70-4954,Accountant,23312.22
CUS_0x8b3,Stevek,27,#F%$D@*&8,Accountant,30093.32
CUS_0xa7d4,,41,363-17-2182,Journalist,132588.3
CUS_0x5255,Woodallq,46,917-67-4033,Engineer,29873.96
CUS_0x96f7,Freifeldu,42,531-78-9628,Lawyer,16544.455
CUS_0x5369,Dmitry Zhdannikovy,36,111-17-8056,Accountant,25899.18
CUS_0x62e4,Nigel Daviesy,55,336-90-0523,Mechanic,85954.42
CUS_0xbcfa,Viswanathau,39,556-18-4640,Journalist,58510.6
CUS_0x4e53,Eduardo Garciam,26,174-15-1334,Musician,44768.54
CUS_0x9ed5,,20,137-27-3761,Teacher,66914.37
CUS_0x22d0,,32,156-11-2163,Teacher,28108.17
CUS_0x442e,Johnu,35,549-81-5604,Media_Manager,36857.22
CUS_0x12a8,Baertleine,43,036-08-3232,Doctor,103092.27
CUS_0x4c2,,18,068-99-0027,Lawyer,17569.69
CUS_0x936d,Alistair Barrs,37_,703-48-3482,Architect,100433.58
CUS_0x7712,Soyoungu,31,835-41-5190,Developer,53751.21
CUS_0xa6e,,24,219-05-9236,_______,82823.92
CUS_0xa72,Svenr,24_,511-39-3582,Mechanic,20196.67
CUS_0x9bbd,Hendrik Sackmannb,49,217-52-9489,Media_Manager,107761.29
CUS_0x1252,,28,938-09-5300,Entrepreneur,34132.87_
CUS_0xbaa6,Gauntp,23,#F%$D@*&8,Architect,8102.765
CUS_0x3c61,Luken,42_,020-98-6690,Musician,12153.69
CUS_0xb340,Jenniferh,17,059-35-4671,Mechanic,7619.09
CUS_0xa1f1,Langej,23,907-78-2343,Musician,25664.86
CUS_0xbe49,Bernardv,41,251-00-6756,Engineer,35615.68
CUS_0x2a8c,Saliou Sambj,44,180-05-9282,Doctor,17296.38_
CUS_0xacd7,Olesya Dmitracovaa,25,171-88-1771,Musician,15701.03
CUS_0x6e6b,Gerry Shihz,890,424-23-9837,Accountant,177350.84
CUS_0x7be,Denny Thomasw,36_,706-58-3472,Teacher,20282.38
CUS_0x4cb5,Clarel,36,762-98-8448,Mechanic,49346.88
CUS_0x499d,Marwap,40,573-37-4142,_______,8973.16
CUS_0xa4f6,Zieminskiq,26_,606-38-9646,Teacher,14810.545_
CUS_0x657e,Caroline Valetkevitchp,55,945-22-8389,Media_Manager,55929.32
CUS_0x158e,Rodrigoo,34,208-03-8186,_______,36638.43
CUS_0x18c9,Scott Malonej,47,108-93-2981,Doctor,31183.16
CUS_0x8ce,,45,504-18-6493,Teacher,28956.72
CUS_0x74c9,Toonkelm,24,778-06-7158,Developer,28263.5
CUS_0x32d1,Ianq,38,173-69-9224,Journalist,58267.23
CUS_0x81d3,Henry Foyc,41,939-81-7581,Architect,111112.76
CUS_0x9c68,Wakil,36,181-33-2849,Lawyer,19427.14
CUS_0x7ae,er Davidl,49,956-28-1881,Lawyer,87714.58
CUS_0x1676,Jonathanq,21,408-02-4990,Mechanic,124436.4
CUS_0x7251,Kelleheri,30_,516-69-1184,Developer,167860.16
CUS_0x558e,,54,351-09-5113,Scientist,28730.94
CUS_0x435a,Susans,52,295-35-0003,Architect,42103.18
CUS_0x1c47,Lu Jianxinh,23,239-32-4017,Mechanic,15604.245
CUS_0x6908,Ilona Wissenbache,27,979-88-4689,Accountant,15391.47
CUS_0x9853,Alisterz,21,355-95-9543,Musician,132897.24
CUS_0x16a4,Sakari Suoninenr,36,550-63-8553,Architect,31178.1
CUS_0x2363,Jonathanm,23,380-39-9684,Mechanic,38038.59
CUS_0x47e,Lisah,46,821-33-2218,Writer,35539.56
CUS_0x3e7e,Katya Golubkovay,25,132-80-5883,Accountant,83873.61
CUS_0xa7a4,Sophie Sassarda,48_,448-37-5187,Media_Manager,19042.55
CUS_0xbe14,Mirna Sleimanq,55,045-24-1440,Media_Manager,12975.45
CUS_0xd46,Richards,26,366-52-8814,Entrepreneur,34693.86
CUS_0xb01f,Eva Kuehnenb,21,#F%$D@*&8,Lawyer,28560.71
CUS_0x9c1f,Kaori Kanekoc,28,818-95-8183,Teacher,55378.41
CUS_0x22be,,46,552-02-3722,Accountant,39296.5
CUS_0x6080,Praveenp,30,773-11-0687,Entrepreneur,16472.09
CUS_0xa20f,Neil Maidmentv,35,042-35-5864,Journalist,21687.46
CUS_0x9aa1,Poornimak,40,375-38-2010,Architect,16517.795
CUS_0x1fdc,Angela Moona,28,896-78-0268,Accountant,14189.3
CUS_0xf91,Lawrencez,40,856-43-1180,Accountant,97384.44
CUS_0xd7c,Soyoung Kimk,39,336-36-8760,Architect,36941.92
CUS_0x5f97,Nick Zieminskiq,26,568-79-7786,Lawyer,25322.83
CUS_0x2d94,Scheyderj,48,525-03-2473,_______,19835.93
CUS_0x317a,Carolinev,36,123-72-0187,Developer,67049.66
CUS_0x603b,Nick Edwardsf,37,762-33-3215,Scientist,86878.4
CUS_0x7963,Greg Roumeliotisj,31,820-04-5244,Engineer,39340.72
CUS_0x5876,Growq,37,593-61-6899,Writer,10003.495
CUS_0x56f,"""Johnp",20,451-16-8531,Media_Manager,45941.28
CUS_0x1b1a,Michaeli,44,025-91-0217,Accountant,29594.87
CUS_0x79e4,McCoolx,33,369-89-2918,_______,73348.2
CUS_0x5e0d,Karend,19,654-95-0851,Media_Manager,38415.69
CUS_0x55c6,Spicerl,31,987-22-2665,Journalist,63022.2
CUS_0x1119,Carlozoy,35_,596-61-5235,Entrepreneur,56301.9
CUS_0x5eae,,22,332-71-6850,Writer,114755.04
CUS_0x6cd2,Ritsukoq,20,863-39-0169,Media_Manager,22558.95_
CUS_0xa26,,41,604-83-5084,Lawyer,29377.62
CUS_0x17e0,Silvia Antonioliq,30,739-05-3714,Lawyer,18250.52
CUS_0x36a1,Miyoung Kimh,42,286-88-7128,Teacher,19214.965
CUS_0x47bb,,22,542-14-9277,Writer,18372.22
CUS_0x1d08,Skariachanh,54,075-72-5423,Doctor,79752.42
CUS_0xa260,Michaela,34_,#F%$D@*&8,Journalist,33061.79
CUS_0x59c1,,39,319-03-2071,Mechanic,62927.92
CUS_0x700f,Toonkelj,20,197-74-0612,Mechanic,72896.12
